model_id,description,tags,downloads,likes,language
city96/t5-v1_1-xxl-encoder-gguf,,"gguf, en, base_model:google/t5-v1_1-xxl, base_model:quantized:google/t5-v1_1-xxl, license:apache-2.0, endpoints_compatible, region:us",54281,351,unknown
CohereLabs/c4ai-command-r-plus-08-2024,text-generation,"transformers, safetensors, cohere, text-generation, conversational, en, fr, de, es, it, pt, ja, ko, zh, ar, doi:10.57967/hf/3136, license:cc-by-nc-4.0, autotrain_compatible, text-generation-inference, region:us",4174,262,unknown
Shakker-Labs/FLUX.1-dev-LoRA-Logo-Design,text-to-image,"diffusers, text-to-image, stable-diffusion, lora, image-generation, flux, safetensors, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",9906,335,unknown
Shakker-Labs/FLUX.1-dev-LoRA-AntiBlur,text-to-image,"diffusers, text-to-image, stable-diffusion, lora, image-generation, flux, safetensors, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",33642,225,unknown
jasperai/Flux.1-dev-Controlnet-Upscaler,image-to-image,"diffusers, safetensors, ControlNet, super-resolution, upscaler, image-to-image, base_model:black-forest-labs/FLUX.1-dev, base_model:finetune:black-forest-labs/FLUX.1-dev, license:other, region:us",12173,713,unknown
alimama-creative/FLUX.1-dev-Controlnet-Inpainting-Beta,image-to-image,"diffusers, safetensors, ComfyUI, Inpainting, image-to-image, en, base_model:black-forest-labs/FLUX.1-dev, base_model:finetune:black-forest-labs/FLUX.1-dev, license:other, region:us",14682,349,unknown
mistralai/Ministral-8B-Instruct-2410,,"vllm, safetensors, mistral, en, fr, de, es, it, pt, zh, ja, ru, ko, license:other, region:us",57903,484,unknown
genmo/mochi-1-preview,text-to-video,"diffusers, safetensors, video, genmo, text-to-video, en, license:apache-2.0, diffusers:MochiPipeline, region:us",27417,1217,unknown
xey/sldr_flux_nsfw_v2-studio,text-to-image,"diffusers, text-to-image, template:diffusion-lora, lora, flux, flux dev, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, region:us",115335,266,unknown
HuggingFaceTB/SmolLM2-135M-Instruct,text-generation,"transformers, tensorboard, onnx, safetensors, llama, text-generation, transformers.js, conversational, en, arxiv:2502.02737, base_model:HuggingFaceTB/SmolLM2-135M, base_model:quantized:HuggingFaceTB/SmolLM2-135M, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",386422,185,unknown
distil-whisper/distil-large-v3.5,automatic-speech-recognition,"transformers, tensorboard, safetensors, whisper, automatic-speech-recognition, audio, en, arxiv:2311.00430, arxiv:2106.05237, arxiv:1904.08779, arxiv:1910.13267, license:mit, endpoints_compatible, region:us",4535,28,unknown
tabularisai/multilingual-sentiment-analysis,text-classification,"transformers, safetensors, distilbert, text-classification, sentiment-analysis, sentiment, synthetic data, multi-class, social-media-analysis, customer-feedback, product-reviews, brand-monitoring, multilingual, 🇪🇺, region:eu, en, zh, es, hi, ar, bn, pt, ru, ja, de, ms, te, vi, ko, fr, tr, it, pl, uk, tl, nl, gsw, base_model:distilbert/distilbert-base-multilingual-cased, base_model:finetune:distilbert/distilbert-base-multilingual-cased, license:cc-by-nc-4.0, autotrain_compatible, endpoints_compatible, region:us",165300,148,unknown
deepseek-ai/DeepSeek-V3-Base,,"safetensors, deepseek_v3, custom_code, arxiv:2412.19437, fp8, region:us",6400,1638,unknown
nomic-ai/modernbert-embed-base,sentence-similarity,"sentence-transformers, onnx, safetensors, modernbert, feature-extraction, sentence-similarity, mteb, transformers.js, en, arxiv:2402.01613, base_model:answerdotai/ModernBERT-base, base_model:finetune:answerdotai/ModernBERT-base, license:apache-2.0, model-index, autotrain_compatible, endpoints_compatible, region:us",82313,212,unknown
cagliostrolab/animagine-xl-4.0,text-to-image,"diffusers, safetensors, text-to-image, stable-diffusion, stable-diffusion-xl, en, base_model:stabilityai/stable-diffusion-xl-base-1.0, base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0, license:openrail++, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionXLPipeline, region:us",68996,262,unknown
HuggingFaceTB/SmolVLM-256M-Instruct,image-text-to-text,"transformers, onnx, safetensors, idefics3, image-text-to-text, conversational, en, dataset:HuggingFaceM4/the_cauldron, dataset:HuggingFaceM4/Docmatix, arxiv:2504.05299, base_model:HuggingFaceTB/SmolLM2-135M-Instruct, base_model:quantized:HuggingFaceTB/SmolLM2-135M-Instruct, license:apache-2.0, endpoints_compatible, region:us",411558,219,unknown
openfree/president-k-dj,text-to-image,"diffusers, text-to-image, flux, lora, template:sd-lora, ai-toolkit, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",169,8,unknown
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,text-generation,"transformers, safetensors, qwen2, text-generation, conversational, arxiv:2501.12948, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",778025,504,unknown
openfree/president-pjh,text-to-image,"diffusers, text-to-image, flux, lora, template:sd-lora, ai-toolkit, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",54,8,unknown
Qwen/Qwen2.5-7B-Instruct-1M,text-generation,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2501.15383, base_model:Qwen/Qwen2.5-7B, base_model:finetune:Qwen/Qwen2.5-7B, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",1667768,321,unknown
infly/inf-retriever-v1-1.5b,sentence-similarity,"sentence-transformers, safetensors, qwen2, feature-extraction, transformers, sentence-similarity, custom_code, en, zh, base_model:Alibaba-NLP/gte-Qwen2-1.5B-instruct, base_model:finetune:Alibaba-NLP/gte-Qwen2-1.5B-instruct, license:apache-2.0, autotrain_compatible, text-generation-inference, text-embeddings-inference, endpoints_compatible, region:us",21349,28,unknown
Qwen/Qwen2.5-VL-7B-Instruct-AWQ,image-text-to-text,"transformers, safetensors, qwen2_5_vl, image-text-to-text, multimodal, conversational, en, arxiv:2309.00071, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen2.5-VL-7B-Instruct, base_model:quantized:Qwen/Qwen2.5-VL-7B-Instruct, license:apache-2.0, text-generation-inference, endpoints_compatible, 4-bit, awq, region:us",96169,60,unknown
ValueFX9507/Tifa-DeepsexV2-7b-MGRPO-GGUF-Q8,reinforcement-learning,"transformers, gguf, incremental-pretraining, sft, reinforcement-learning, roleplay, cot, zh, en, license:apache-2.0, endpoints_compatible, region:us, conversational",9686,157,unknown
bioptimus/H-optimus-1,image-feature-extraction,"timm, pytorch, safetensors, image-feature-extraction, pathology, histology, medical imaging, self-supervised learning, vision transformer, foundation model, license:cc-by-nc-nd-4.0, region:us",12650,17,unknown
NikolayKozloff/Llama-PLLuM-8B-instruct-Q8_0-GGUF,,"gguf, llama-cpp, gguf-my-repo, pl, base_model:CYFRAGOVPL/Llama-PLLuM-8B-instruct, base_model:quantized:CYFRAGOVPL/Llama-PLLuM-8B-instruct, license:llama3.1, endpoints_compatible, region:us, conversational",81,4,unknown
mit-han-lab/nunchaku,,"license:apache-2.0, region:us",0,42,unknown
Wan-AI/Wan2.1-I2V-14B-720P,image-to-video,"diffusers, safetensors, i2v, video, video genration, image-to-video, en, zh, license:apache-2.0, region:us",596576,438,unknown
AventIQ-AI/multinomialnb-ats-score-predictor,,"safetensors, region:us",31,4,unknown
Wan-AI/Wan2.1-T2V-1.3B-Diffusers,text-to-video,"diffusers, safetensors, video, video-generation, text-to-video, en, zh, license:apache-2.0, diffusers:WanPipeline, region:us",101894,40,unknown
ibm-esa-geospatial/TerraMind-1.0-large,,"terratorch, Earth Observation, TerraMind, IBM, ESA, dataset:ibm-esa-geospatial/TerraMesh, arxiv:2504.11171, license:apache-2.0, region:us",175,6,unknown
BlinkDL/rwkv7-g1,text-generation,"pytorch, text-generation, causal-lm, rwkv, en, zh, fr, es, de, pt, ru, it, ja, ko, vi, ar, dataset:HuggingFaceFW/fineweb-edu, dataset:mlfoundations/dclm-baseline-1.0, dataset:cerebras/SlimPajama-627B, dataset:EleutherAI/pile, dataset:bigcode/starcoderdata, dataset:oscar-corpus/OSCAR-2301, license:apache-2.0, region:us",0,79,unknown
nvidia/canary-1b-flash,automatic-speech-recognition,"nemo, automatic-speech-recognition, automatic-speech-translation, speech, audio, Transformer, FastConformer, Conformer, pytorch, NeMo, hf-asr-leaderboard, en, de, es, fr, dataset:librispeech_asr, dataset:fisher_corpus, dataset:Switchboard-1, dataset:WSJ-0, dataset:WSJ-1, dataset:National-Singapore-Corpus-Part-1, dataset:National-Singapore-Corpus-Part-6, dataset:vctk, dataset:voxpopuli, dataset:europarl, dataset:multilingual_librispeech, dataset:mozilla-foundation/common_voice_8_0, dataset:MLCommons/peoples_speech, arxiv:2104.02821, arxiv:2503.05931, arxiv:1706.03762, arxiv:2409.13523, license:cc-by-4.0, model-index, region:us",143873,189,unknown
facebook/nwm,,"arxiv:2412.03572, license:cc-by-4.0, region:us",0,12,unknown
RekaAI/reka-flash-3,,"safetensors, llama, license:apache-2.0, region:us",2913,370,unknown
unsloth/gemma-3-4b-it-GGUF,image-text-to-text,"transformers, gguf, gemma3, image-text-to-text, unsloth, gemma, google, en, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-4b-it, base_model:quantized:google/gemma-3-4b-it, license:gemma, endpoints_compatible, region:us, conversational",34344,79,unknown
trillionlabs/Trillion-7B-preview,text-generation,"transformers, safetensors, llama, text-generation, finetuned, chat, conversational, en, ko, ja, zh, arxiv:2504.15431, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",6788,84,unknown
ByteDance/LatentSync-1.5,,"diffusers, lipsync, video-editing, arxiv:2412.09262, arxiv:2307.04725, license:openrail++, region:us",0,58,unknown
ASLP-lab/DiffRhythm-full,,"DiffRhythm, diffrhythm, music, art, diffusion, zh, en, arxiv:2503.01183, license:apache-2.0, region:us",880,32,unknown
mistralai/Mistral-Small-3.1-24B-Base-2503,,"vllm, safetensors, mistral3, en, fr, de, es, pt, it, ja, ko, ru, zh, ar, fa, id, ms, ne, pl, ro, sr, sv, tr, uk, vi, hi, bn, license:apache-2.0, region:us",6398,208,unknown
Gryphe/Pantheon-RP-1.8-24b-Small-3.1,,"safetensors, mistral, instruct, finetune, chatml, axolotl, roleplay, en, base_model:mistralai/Mistral-Small-3.1-24B-Instruct-2503, base_model:finetune:mistralai/Mistral-Small-3.1-24B-Instruct-2503, license:apache-2.0, region:us",1094,58,unknown
openfree/string-sandal,text-to-image,"diffusers, text-to-image, flux, lora, template:sd-lora, ai-toolkit, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",198,8,unknown
IndexTeam/Index-TTS,text-to-speech,"index-tts, text-to-speech, arxiv:2502.05512, license:apache-2.0, region:us",1035,81,unknown
alibaba-pai/Wan2.1-Fun-1.3B-Control,text-to-video,"diffusers, safetensors, i2v, video, video-generation, text-to-video, en, zh, license:apache-2.0, region:us",20540,99,unknown
Applied-Artificial-Intelligence-Eurecat/IMPETUS-Climate-bge-small,sentence-similarity,"sentence-transformers, safetensors, bert, sentence-similarity, en, base_model:BAAI/bge-small-en-v1.5, base_model:finetune:BAAI/bge-small-en-v1.5, license:cc, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",53,4,unknown
Skywork/SkyReels-A2,,"diffusers, safetensors, arxiv:2504.02436, license:apache-2.0, diffusers:WanImageToVideoPipeline, region:us",1156,126,unknown
rasbt/llama-3.2-from-scratch,,"pytorch, llama, llama-3.2, en, license:apache-2.0, region:us",0,269,unknown
ginigen/Private-BitSix-Mistral-Small-3.1-24B-Instruct-2503,,"gguf, en, base_model:mistralai/Mistral-Small-3.1-24B-Base-2503, base_model:quantized:mistralai/Mistral-Small-3.1-24B-Base-2503, license:apache-2.0, endpoints_compatible, region:us, conversational",2079,11,unknown
deepcogito/cogito-v1-preview-qwen-14B,text-generation,"transformers, safetensors, qwen2, text-generation, conversational, base_model:Qwen/Qwen2.5-14B, base_model:finetune:Qwen/Qwen2.5-14B, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",6825,78,unknown
ostris/Flex.1-alpha-Redux,,"Flex, base_model:ostris/Flex.1-alpha, base_model:finetune:ostris/Flex.1-alpha, license:apache-2.0, region:us",0,87,unknown
stduhpf/google-gemma-3-12b-it-qat-q4_0-gguf-small,,"gguf, base_model:bartowski/google_gemma-3-12b-it-GGUF, base_model:quantized:bartowski/google_gemma-3-12b-it-GGUF, license:gemma, endpoints_compatible, region:us, conversational",7200,47,unknown
OuteAI/Llama-OuteTTS-1.0-1B,text-to-speech,"outetts, safetensors, llama, text-to-speech, en, ar, zh, nl, fr, de, it, ja, ko, lt, ru, es, pt, be, bn, ka, hu, lv, fa, pl, sw, ta, uk, license:cc-by-nc-sa-4.0, region:us",5975,176,unknown
OpenGVLab/InternVL3-14B,image-text-to-text,"transformers, safetensors, internvl_chat, feature-extraction, internvl, custom_code, image-text-to-text, conversational, multilingual, dataset:OpenGVLab/MMPR-v1.2, arxiv:2312.14238, arxiv:2404.16821, arxiv:2412.05271, arxiv:2411.10442, arxiv:2504.10479, arxiv:2412.09616, base_model:OpenGVLab/InternVL3-14B-Instruct, base_model:finetune:OpenGVLab/InternVL3-14B-Instruct, license:apache-2.0, region:us",58677,48,unknown
JunhaoZhuang/Cobra,image-to-image,"diffusers, image-to-image, en, arxiv:2504.12240, base_model:PixArt-alpha/PixArt-XL-2-1024-MS, base_model:finetune:PixArt-alpha/PixArt-XL-2-1024-MS, license:apache-2.0, region:us",0,20,unknown
Abdoul-AI/Qwen2.5-Omni-7B-GGUF,any-to-any,"transformers, multimodal, autoquant, gguf, any-to-any, en, arxiv:2503.20215, license:other, endpoints_compatible, region:us",0,6,unknown
google/gemma-3-27b-it-qat-q4_0-unquantized,image-text-to-text,"transformers, safetensors, gemma3, image-text-to-text, gemma, google, conversational, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-27b-it, base_model:finetune:google/gemma-3-27b-it, license:gemma, text-generation-inference, endpoints_compatible, region:us",31827,26,unknown
facebook/blt-7b,,"safetensors, facebook, meta-pytorch, blt, en, arxiv:2412.09871, license:other, region:us",9,54,unknown
mlx-community/gemma-3-27b-it-qat-4bit,image-text-to-text,"transformers, safetensors, gemma3, image-text-to-text, internvl, custom_code, mlx, conversational, multilingual, dataset:OpenGVLab/MMPR-v1.2, base_model:OpenGVLab/InternVL3-1B-Instruct, base_model:finetune:OpenGVLab/InternVL3-1B-Instruct, license:other, text-generation-inference, endpoints_compatible, region:us",2644,15,unknown
Skywork/SkyCaptioner-V1,video-text-to-text,"transformers, safetensors, qwen2_5_vl, image-text-to-text, video-text-to-text, arxiv:2504.13074, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us",459,31,unknown
Skywork/SkyReels-V2-DF-1.3B-540P,text-to-video,"safetensors, t2v, text-to-video, arxiv:2504.13074, arxiv:2407.01392, license:other, region:us",733,25,unknown
Lewdiculous/Violet_Magcap-12B-GGUF-IQ-Imatrix,,"gguf, sillytavern, presets, mistral, chatml, roleplay, conversational, reasoning, smart, en, base_model:Nitral-AI/Violet_Magcap-12B, base_model:quantized:Nitral-AI/Violet_Magcap-12B, license:other, endpoints_compatible, region:us, imatrix",2201,8,unknown
Skywork/SkyReels-V2-I2V-1.3B-540P,image-to-video,"safetensors, i2v, image-to-video, arxiv:2504.13074, arxiv:2407.01392, license:other, region:us",533,23,unknown
IlyaGusev/saiga_gemma3_12b,,"safetensors, gemma3, ru, dataset:IlyaGusev/saiga_scored, dataset:IlyaGusev/saiga_preferences, base_model:mlabonne/gemma-3-12b-it-abliterated, base_model:finetune:mlabonne/gemma-3-12b-it-abliterated, license:gemma, region:us",192,8,unknown
unsloth/DeepSeek-R1-GGUF-UD,text-generation,"transformers, gguf, deepseek_v3, text-generation, deepseek, unsloth, custom_code, en, arxiv:2501.12948, base_model:deepseek-ai/DeepSeek-R1, base_model:quantized:deepseek-ai/DeepSeek-R1, license:mit, autotrain_compatible, endpoints_compatible, region:us, conversational",4638,12,unknown
unsloth/gemma-3-12b-it-qat-GGUF,image-text-to-text,"transformers, gguf, gemma3, image-text-to-text, unsloth, gemma, google, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-12b-it-qat-q4_0-unquantized, base_model:quantized:google/gemma-3-12b-it-qat-q4_0-unquantized, license:gemma, endpoints_compatible, region:us, conversational",6178,7,unknown
